word,coefficient
shooting,0.7802562174885133
capitalism,0.7792546724710327
suddenly,0.7789410704440705
adult,0.7781245830942173
mentality,0.7780564912455137
weren,0.777465085969722
holding,0.775535472351803
scariest,0.7750895133234365
decline,0.7750560008055829
mommy,0.7745245165300887
delusions,0.7733996577335664
bombing,0.7727966788840936
biggest,0.7727854611195033
brainwashing,0.7722769013137899
views,0.7708322987630553
senseless,0.7704588482670373
lie,0.7696236820509589
stressing,0.7691666284560167
couldn,0.7689592786833223
capacity,0.7679691031540082
toll,0.7671878409291092
recording,0.767095372790689
misogyny,0.7667458802766639
games,0.765559461051668
deliberately,0.7651484502175476
racist,0.7646675838714991
memory,0.7639262884995239
как,0.7634699813268033
denial,0.7611541854879642
mouth,0.7603978452799516
suspect,0.7597928668732784
stole,0.7593776305062717
adolescent,0.7592999351527849
literally,0.7589616289321897
destruction,0.7588994199468858
interruptions,0.7554096447350649
childhood,0.7553997990705928
cares,0.7548739739075295
regulations,0.75477057854545
drove,0.7544337820079967
handle,0.7543700678429793
betrayal,0.7531447990068248
tried,0.7511873998281772
existed,0.7508878508115188
blaming,0.750732451245608
kamala,0.7504755263211368
trigger,0.7503579940025236
didnt,0.7495651552121061
dang,0.7490550919703058
party,0.7473673828218317
corn,0.7472937964361012
skills,0.7467582869318367
noise,0.7466627525729669
stroke,0.7464322045045155
welfare,0.7454286992583988
ridiculously,0.7442848105273167
allow,0.7440718483342788
shock,0.7417097872841004
commute,0.7405787608927681
absolute,0.7399549511803535
assassinated,0.7397256594319701
seen,0.7397170742300981
drunk,0.738955881224108
hiding,0.7384670207795052
terrorist,0.7371232380637747
sus,0.7362064497715923
monotonous,0.7357964035291498
vast,0.7350215870546176
homem,0.7349848682132404
artists,0.7336933122981949
state,0.7333740638038908
threatened,0.732736388116267
sin,0.7325662995567899
ross,0.732322446138744
feeling,0.7322685909661812
unhealthy,0.7318583045958373
believed,0.7310862935992559
cmon,0.7287607388788294
minneapolis,0.7280320246815494
illness,0.7278415082381526
disdain,0.7277597977895418
took,0.7256400599805106
negligent,0.7254558235938566
dispatcher,0.7252379938730193
calling,0.725196571213585
34,0.7251868669731094
sound,0.724725136203611
independently,0.7246210321537503
noticed,0.724595401892711
lose,0.7242883542616555
что,0.7234540593276264
affected,0.7230938177566477
filling,0.7229856228624963
anxious,0.7228398068763863
license,0.7222940476127098
house,0.7220644624804188
heartless,0.7218606593523164
criminal,0.7212811909366683
drug,0.7199954140784273
hypocrisy,0.7196351313988285
individuality,0.7189910686111803
held,0.7189714522712582
bothered,0.7182633969636999
everytime,0.7180718365823585
haters,0.7174321787091925
rate,0.7172842711645466
turned,0.7169130007178472
prank,0.7167971358355388
lockdown,0.7164591357351711
warning,0.7160252231118399
kessinger,0.7160141311294027
downfall,0.7159275933559961
minus,0.7156856992637763
patient,0.7156101236590369
situation,0.7146439764231787
ick,0.7145911732537544
ppl,0.7139530612802549
horror,0.7138513321074911
mode,0.7124331796364843
intrusive,0.7112909665017274
plus,0.7100685434255993
technology,0.7095637232294542
anxiety,0.7091240502569804
dishonesty,0.7074983372809893
bullying,0.7072537178530751
screen,0.7069769247239909
fight,0.7068912253678036
outdated,0.7063977956121863
deleted,0.7056947382435381
rigid,0.7055004002415166
hood,0.705248071987508
repeating,0.7026533236037069
radical,0.7023752263571545
cried,0.7007021382578418
ceiling,0.7001992251003009
honestly,0.6999380571902719
deranged,0.6999188453078837
escaped,0.6998293030595171
devastating,0.6998252113277769
dies,0.6993334681318405
virtual,0.699216394868701
diabolical,0.6992042329262218
bitch,0.6987698568555635
touch,0.6985432273980234
murderers,0.6985127314476817
drag,0.695950731263633
23,0.6951781532040859
planned,0.6938164829313282
psyop,0.693144442547712
oh,0.6930746690759546
drugs,0.6926662289966246
til,0.6925616507258023
rational,0.6925148796294832
duties,0.6924822780882773
juice,0.6920723282214603
expensive,0.6914711882158187
victims,0.691156941610619
religion,0.6899831507795599
forbid,0.6893199413977675
manipulating,0.6889727452709394
destructive,0.6888840296790086
soulless,0.6888749449233393
women,0.6879976854586115
frightened,0.687164431275978
extreme,0.6862101049393388
dam,0.6860828093433303
american,0.6857050858804691
telling,0.6854929641951938
cause,0.6854275364267948
using,0.6848579680131489
happen,0.6835816148057677
root,0.6834410590627743
harder,0.6830804242653342
yard,0.683075193744738
reduce,0.6830420847991732
crashed,0.6826704311791778
munger,0.6823500938492051
marriages,0.6815515891498425
rain,0.6811033006039198
impact,0.6809806108246172
island,0.6809580526945721
woman,0.6808646776967023
symptoms,0.6802919314763418
psychopaths,0.6802417314494426
surrounded,0.6797906770997414
pyrotechnics,0.6794890806930909
bothering,0.6789017805325931
abuser,0.678602283662357
posing,0.6781214041978558
psychological,0.6779260631522755
id,0.6763483607445566
disgusted,0.6761923655629374
burning,0.675883211349814
psychosis,0.6755138130984685
fails,0.6751711602721995
yea,0.6749670058944378
creatures,0.6742866256311644
near,0.6731918724181469
innocent,0.6731796676730913
billionaires,0.673103685656894
damaging,0.6712989930983698
dementia,0.6711682329956001
sacrifice,0.6703924301605368
heavy,0.6703018377876944
unless,0.6699933180751854
flat,0.6696560723947449
leg,0.6695010313589171
dealing,0.6694272104723137
phd,0.6681592801533816
trumps,0.6678408899798489
multiple,0.667476448971925
mortality,0.6669158217094564
smoking,0.666796080712258
und,0.6666080801104478
rejected,0.6663420557906656
deceived,0.6661542519590677
insert,0.6659497348735685
fed,0.6659354523437209
spent,0.6657932671880945
employees,0.6657048104536281
censored,0.6641431039154888
driver,0.6633305908043559
unsubscribed,0.6627790306251317
musk,0.6619194116642754
miserable,0.6615242706764372
es,0.6614198629559429
didn,0.6610360102279915
eu,0.6608148057788439
hole,0.660187918968128
para,0.6592683280167972
puppet,0.658548977711314
js,0.6583985323090676
materials,0.6579435260403949
ban,0.6571767302581701
wouldnt,0.6569601189260421
marker,0.6565869635698476
generated,0.6553804676463193
salad,0.6550651405720639
aggression,0.6542081237503843
criminals,0.6541524071934254
pocket,0.6540560116042138
facebook,0.6538912280968416
office,0.6536111803568077
facing,0.6535919182696931
breaks,0.6532782631291102
sleep,0.6528827127514415
crying,0.6526618139532137
demon,0.6517614033152749
rehab,0.651754674333656
calls,0.651403427009815
stomach,0.650987470599127
defend,0.6508766732726197
porque,0.6502690046814084
ps,0.6501418471456611
torture,0.6499329407401107
stunned,0.649497523473751
consume,0.6492097842889151
road,0.6486863571206688
craziest,0.6474047667974371
antipsychotic,0.6470071609798509
demise,0.6464905108865904
frightening,0.6464461854471953
empire,0.6463467365619566
shoulders,0.6455951056020556
patriarchy,0.645336325460247
groups,0.6451506138389581
drain,0.6450422577372467
throwing,0.6448395043589646
clone,0.6445920990118013
denying,0.6444582106729679
term,0.644028212570602
azz,0.6435407794380777
compassion,0.6430033267172335
feels,0.6426649363544117
corrupt,0.6422365550061205
u5cfe5xcw6w,0.6416377270993353
dysfunctional,0.6402218264020834
oops,0.6401849081580463
foul,0.639441183637309
ignoring,0.6392628368363045
blink,0.6371800532730892
million,0.6363683250887016
younger,0.6360724989352252
armed,0.6360132759313675
removed,0.6356403893771128
eras,0.6353838809336974
case,0.6349753779205829
está,0.6347937146929767
crisis,0.6339994201028618
manipulation,0.6338853169334944
entire,0.6333639312202572
rage,0.6331357215100349
presidents,0.6325113813040586
seatbelt,0.6320483622190173
private,0.6314072092491428
guess,0.631253796253954
paranoia,0.6309654551485038
demented,0.6308915593413377
backfire,0.6308409228313394
overrated,0.6303660566910017
easily,0.630310983805136
cigarette,0.6296713976691718
lacks,0.6294844272593516
communist,0.6294353120357957
mainstream,0.6283130588893585
aching,0.6278559575117942
bullied,0.6274906166362769
hilariously,0.6274840277777421
poodle,0.6271492562859129
hid,0.6269987770677162
break,0.6265648078552049
informed,0.6264635247987488
drained,0.626453934516725
especially,0.6254900453479568
ideals,0.6243512158325403
panicked,0.6242920889890275
creep,0.6241817061087804
comments,0.6234953631788256
threatening,0.623362687296031
kennedy,0.6228134125131538
worthless,0.6228066483082274
nerd,0.6218944718596555
disgust,0.6216846046101052
ignored,0.6212314829481146
mocked,0.6203981310129418
unarmed,0.6203699376289041
gestures,0.6202371048734555
spelling,0.6187422357629903
jury,0.618587909953321
cowards,0.6175988904484553
talking,0.6169278006750182
deadly,0.6161739079150136
families,0.6159159858715637
strongly,0.615831377271942
vote,0.614690827933374
guns,0.6145798219383436
dump,0.6141848838571929
endure,0.613633277770723
tooth,0.6135135271824161
police,0.6130639505546693
deception,0.612871200176533
shouldnt,0.6128682314895909
goodness,0.6122943750741665
pandemic,0.611872791340944
whiteboard,0.6111376861191326
compete,0.610007500430825
chaos,0.6096745678535703
mins,0.6095111723678367
tolerate,0.6085740431635175
brief,0.6079537352313253
national,0.6079065855631344
mediocre,0.6075500665859005
alcohol,0.6064184088341361
del,0.606122407759906
burnt,0.6061060071525972
rejection,0.6059604154916234
throw,0.6056189649656478
staff,0.605387140470024
neighbor,0.6046016624080531
lawsuit,0.6041880574711858
constant,0.6041112016937328
states,0.6036631805587115
labor,0.6036536944758605
absurd,0.6032521504095169
dictatorship,0.6027869636561114
burnout,0.601630570439642
childlike,0.6011613440830768
arrest,0.6010246964899363
isolating,0.6009533625285903
fact,0.6009324565894258
biased,0.600822550577019
meds,0.6006462465871268
divide,0.6000800123082273
pissed,0.599921782078705
foot,0.5994179931770887
bet,0.5992920591054226
screw,0.5992619344247714
wow,0.5990164399944228
disney,0.5982415036105364
sensitive,0.5982066080712861
fools,0.5981162797384809
performative,0.5969289185564011
abusers,0.5968299172632638
immigration,0.59673489651463
seed,0.5963468172627117
violated,0.5962527391950876
tiktok,0.5956475821403656
red,0.595444869413009
affects,0.5952110437268703
http,0.5948572333700127
annoys,0.5941369740299828
subtitles,0.5933332307669706
stalker,0.5931178594795122
pretentious,0.5925317557126843
gay,0.5919765947331522
impossible,0.5914542124931493
disappeared,0.5913596683189892
person,0.590860476498582
porch,0.5906227880853885
roof,0.5904748566756916
fix,0.5900200370215525
harris,0.5892327134071023
bla,0.5888090397350553
politician,0.5886925745336549
clubs,0.5885770454322996
failure,0.5885702560517162
agenda,0.5885383273622175
kimmy,0.587101764782587
despair,0.58655221869232
special,0.584338112085348
abuses,0.5843008425678436
images,0.5840530454282549
york,0.5832729953000094
scam,0.5821367608879928
schizophrenic,0.5815762785661366
weaponised,0.5812885786534381
ends,0.5812145025558463
price,0.5810286097149056
arguing,0.5809528898018023
dummy,0.5808901209132765
risk,0.580656146299286
kind,0.5805781556661312
accent,0.5803659147843679
demand,0.5800887633494825
mistress,0.5800763812363512
shattered,0.5799387607998782
bottomless,0.579294803053778
zombies,0.5792547167055088
rhetoric,0.5789038002997775
brain,0.5787297718302198
tear,0.5786441360036204
socialist,0.5785501313570307
morons,0.5783912940164571
democratic,0.5782909114230443
guessing,0.5780047627519287
highschool,0.5759834324978632
intended,0.575718836203659
hater,0.5756456628189686
render,0.5755320397449692
irresponsible,0.574850637775394
06,0.5747167423771337
haven,0.5746176126154107
crashing,0.5745741973876486
horrendous,0.5743279326623163
patriarchal,0.5740652519904788
aggressive,0.573997763699015
oneself,0.5739301862694423
narrative,0.5738007449328922
marwa,0.5728121619895538
hollywood,0.5725234870851799
domestic,0.5722776291786615
reminds,0.5720987816621322
opposite,0.5719450305111338
vocabulary,0.5712299553613593
yelled,0.571068778440436
desk,0.5710031861380949
shaking,0.5706030506169422
fellow,0.5704862574100693
virtue,0.5692576387418425
civil,0.5688041910960313
sane,0.5686794874123453
scares,0.5685812109574113
yt,0.5685638999280939
participate,0.568201219319629
prosecuted,0.5679684378285295
like,0.5671275002459586
professional,0.5662938347207197
employee,0.566181083039258
quot,0.5660865984460036
phone,0.5655960456198952
bomb,0.5654533245120645
hating,0.5652990365759518
todo,0.5649477404318339
maddening,0.5649262063317863
ryan,0.564915954906887
release,0.5647159870986983
struggle,0.5635985947715096
august,0.5627094916176376
les,0.5616704705447267
psychopathy,0.5609899584552656
nixon,0.5606809197543097
resentment,0.5605537745122751
pretends,0.560375705283184
rhode,0.5592898484815039
son,0.5592830598654501
vehicle,0.5592444629550055
silent,0.5591775902925766
parole,0.5588836499087839
racism,0.5586278928317798
manufactured,0.5583113818711876
burned,0.5571294389909113
jumped,0.5569910738689322
ik,0.5567236626955594
exposed,0.556652387186771
ethical,0.5561962870991614
cues,0.5561418242834258
misses,0.5559539860604162
major,0.555684207584049
affective,0.5556125924280414
accomplice,0.5546158342286385
tie,0.554575055915347
letter,0.5541472319249511
codependency,0.5530535750348676
haunt,0.5520467844069874
injuries,0.551968469962168
annoy,0.5508557631410312
thumbnails,0.550540212079674
belongs,0.5504793321914602
compliance,0.5496363400027899
cuts,0.5495569389818237
painfully,0.5495562176263411
cody,0.5495268738679799
rights,0.549246157449133
soon,0.5491786890931465
heads,0.5484808093242635
plans,0.5484664129487626
narrow,0.5481665628779181
vigilant,0.5472065160563712
physically,0.5471357574700537
exhaustion,0.5468673207217969
twisted,0.546748801467559
doubled,0.546743453206462
intend,0.5464459222308513
hospital,0.5462140729683489
24,0.5458426581640798
rules,0.5455975686769432
tisha,0.5455644960153981
category,0.5453425335641457
jarring,0.545239663779484
shitty,0.5447458082332453
retire,0.5446585516408824
vital,0.5446146120591838
weirdly,0.5443254887291885
collapse,0.544104141547685
tem,0.5439941164674746
jcs,0.5427697015935385
healthcare,0.5419182743613999
forgetting,0.5417718206072735
iq,0.5414678646711025
tempted,0.5404380743657747
carrying,0.5403944231408785
gotten,0.5399952521787277
spare,0.539439524129766
assume,0.539334322573254
weakness,0.5384396040792293
starving,0.5377823259456419
kicked,0.537626303706915
help,0.5375175199382743
greyhound,0.5366276456547576
asks,0.5365930151169737
iran,0.5365863714848558
overthinking,0.5364891422337229
dumbass,0.5363602984111868
falling,0.5363492444624499
elected,0.5363152144343531
anymore,0.5362770084675784
bags,0.535240597045928
